517574	1
5125	1
5129	1
137746	1
5139	1
40468	1
56494	1
1799703	1
5144	1
110618	1
5148	1
5149	1
5152	1
34480	1
1715235	1
147549	1
71729	1
56158	1
5178	1
5181	1
299071	1
109632	1
5186	1
2024004	1
88646	1
1111111	1
175688	1
5581	1
278090	1
1851575	1
147538	1
286563	1
5204	1
147541	1
5206	1
5305	1
147545	1
147547	1
147548	1
34397	1
147550	1
1075807	1
63588	1
37989	1
37990	1
160871	1
47720	1
92860	1
5226	1
37991	1
184431	1
40562	1
139380	1
1335925	1
152767	1
29820	1
1799786	1
47743	1
34433	1
5250	1
47751	1
371108	1
34444	1
160909	1
4751	1
90257	1
34450	1
34451	1
68756	1
5401	1
90268	1
4890	1
442663	1
1229510	1
56487	1
56488	1
40105	1
162474	1
68779	1
5234	1
54958	1
162480	1
162481	1
29875	1
162484	1
1217207	1
68793	1
29882	1
41247	1
306876	1
89791	1
5317	1
1049286	1
50375	1
1798857	1
60108	1
4815	1
36048	1
1634513	1
1759442	1
43219	1
29909	1
134362	1
5339	1
5340	1
858847	1
292576	1
43216	1
34395	1
858342	1
5351	1
603431	1
452334	1
101104	1
452337	1
4854	1
4855	1
5368	1
5369	1
1033978	1
110844	1
110846	1
71935	1
979712	1
71937	1
80643	1
71944	1
71950	1
231213	1
71953	1
121621	1
182039	1
489241	1
5402	1
4892	1
5338	1
55070	1
509727	1
64561	1
42308	1
182058	1
766765	1
654128	1
1339697	1
104242	1
5427	1
103887	1
681950	1
290614	1
1132856	1
78141	1
51006	1
474943	1
36064	1
37467	1
474942	1
234820	1
1079112	1
5260	1
40144	1
296781	1
292180	1
266071	1
150362	1
146291	1
5468	1
4958	1
40289	1
5475	1
1515438	1
41833	1
47817	1
269155	1
1230397	1
187248	1
76657	1
404338	1
68755	1
146292	1
42302	1
37240	1
5268	1
5498	1
71669	1
265084	1
451454	1
42367	1
165440	1
5506	1
668547	1
432005	1
35718	1
55176	1
28556	1
1124674	1
407951	1
184208	1
13201	1
268179	1
13205	1
80757	1
28568	1
5529	1
5530	1
5023	1
330899	1
5543	1
79272	1
68815	1
470087	1
47021	1
104366	1
297313	1
45489	1
5042	1
156596	1
56757	1
596919	1
82105	1
5052	1
79807	1
531904	1
5569	1
202694	1
452343	1
1851509	1
93133	1
103886	1
5583	1
37840	1
5073	1
574935	1
92898	1
5598	1
155616	1
103393	1
155619	1
5094	1
214503	1
1538025	1
40427	1
221678	1
5104	1
71934	1
261460	1
5114	1
105983	1
665596	1
36658	1
74837	1
